Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
9.6556E-4,96.346443297,0.907002738,0.003104519,0.981226533,0
9.6601E-4,96.539603838,0.907105608,0.002932046,0.982478098,0
9.69135E-4,96.830262933,0.90781685,0.002673336,0.984355444,0
9.70606E-4,97.024293049,0.908149989,0.002500862,0.985607009,0
9.80506E-4,97.317553568,0.910359591,0.002242152,0.987484355,0
9.84217E-4,97.514074081,0.911174348,0.002069679,0.98873592,0
9.8762E-4,97.810261024,0.911914775,0.001810969,0.990613267,0
9.90231E-4,98.008222464,0.912478755,0.001638496,0.991864831,0
9.95591E-4,98.30636939,0.913625114,0.001379786,0.993742178,0
9.9982E-4,98.506154917,0.914518938,0.001207313,0.994993742,0
1.00108E-3,98.806440115,0.91478323,0.000948603,0.996871089,0
1.00151E-3,99.106894017,0.914874223,0.000689893,0.997496871,0
1.01961E-3,99.30900632,0.91858065,0.00051742,1,0
1.30248E-3,99.551010499,0.959399807,0.000344947,1,0
1.5576E-3,99.843499396,0.978324134,0.000172473,1,0
1.56501E-3,100,0.978715239,0.000086237,1,0
